,id,zipcode,price,price_median,condition
20690,2144800146,98178,257500.0,279500.0,5
20517,7129300420,98178,258000.0,279500.0,5
16279,3330500925,98118,258305.0,370000.0,5
20815,1001200050,98188,259000.0,265000.0,5
2911,5602000275,98022,259950.0,279500.0,5
9278,7227500020,98056,259950.0,380000.0,5
5081,3388000040,98031,260000.0,289029.5,5
6318,922069139,98038,260000.0,342500.0,5
7210,8648200030,98042,260000.0,292500.0,5
16434,7562100065,98118,260000.0,370000.0,5
7312,7942200050,98042,261000.0,292500.0,5
2864,2420069251,98022,262000.0,279500.0,5
3526,9211500230,98023,263000.0,269000.0,5
12437,3903200050,98092,263950.0,309780.0,5
7245,2916620240,98042,264950.0,292500.0,5
2959,5602000105,98022,265000.0,279500.0,5
9353,7227501765,98056,265000.0,380000.0,5
9354,425200145,98056,265000.0,380000.0,5
9376,8074200160,98056,265000.0,380000.0,5
10338,5104200380,98059,265000.0,435000.0,5
19040,6303400520,98146,265000.0,312000.0,5
19844,1900600040,98166,265000.0,392500.0,5
21056,3530410020,98198,265000.0,266750.0,5
19397,6668900005,98155,266000.0,377225.0,5
6655,4396000180,98038,267500.0,342500.0,5
7219,1865810060,98042,267500.0,292500.0,5
17590,7452500770,98126,267500.0,396587.5,5
10095,3450300270,98059,268000.0,435000.0,5
12501,4137020820,98092,268000.0,309780.0,5
6468,1545803340,98038,269000.0,342500.0,5
5119,6457000080,98031,269900.0,289029.5,5
7294,322059097,98042,269900.0,292500.0,5
9323,428000150,98056,269950.0,380000.0,5
7666,3222069156,98042,270000.0,292500.0,5
9291,9476200545,98056,270000.0,380000.0,5
13615,3438501662,98106,270000.0,315000.0,5
17197,4427100025,98125,270000.0,425000.0,5
4943,1761300850,98031,271000.0,289029.5,5
20563,4058801065,98178,272000.0,279500.0,5
4239,5631500905,98028,272925.0,442500.0,5
4923,3110800260,98031,274700.0,289029.5,5
2846,4102000075,98022,275000.0,279500.0,5
4855,1922059401,98030,275000.0,283000.0,5
7429,5469300330,98042,275000.0,292500.0,5
10385,5229300027,98059,275000.0,435000.0,5
19451,3995700325,98155,275000.0,377225.0,5
17982,626049091,98133,275500.0,375000.0,5
15933,2856101479,98117,276000.0,545000.0,5
16265,3904100220,98118,276000.0,370000.0,5
7447,322059264,98042,279000.0,292500.0,5
17546,7454000605,98126,279000.0,396587.5,5
7503,8651443420,98042,280000.0,292500.0,5
13493,3298700125,98106,280000.0,315000.0,5
17575,7452500285,98126,280000.0,396587.5,5
7265,8651443480,98042,282000.0,292500.0,5
10079,9353300140,98059,284950.0,435000.0,5
16356,7338401230,98118,285000.0,370000.0,5
19918,2968801605,98166,285000.0,392500.0,5
19059,7454001120,98146,285950.0,312000.0,5
6447,1545802850,98038,286000.0,342500.0,5
19148,7907600100,98146,287500.0,312000.0,5
9608,1432400335,98058,288000.0,335000.0,5
9246,8805400090,98056,289000.0,380000.0,5
9861,2473101360,98058,289900.0,335000.0,5
9427,7809200035,98056,290000.0,380000.0,5
9619,1431700370,98058,290000.0,335000.0,5
16399,7129302185,98118,290000.0,370000.0,5
18231,6885900415,98133,290000.0,375000.0,5
19326,6163901751,98155,291500.0,377225.0,5
16175,7129302615,98118,292000.0,370000.0,5
17893,726049184,98133,294000.0,375000.0,5
7886,9407001320,98045,295000.0,399500.0,5
19391,6163901381,98155,295000.0,377225.0,5
9815,984100340,98058,296000.0,335000.0,5
10405,3793700210,98059,299000.0,435000.0,5
17632,7454000875,98126,299000.0,396587.5,5
9279,422000010,98056,299950.0,380000.0,5
9325,419000015,98056,299950.0,380000.0,5
19825,4338800685,98166,299999.0,392500.0,5
9234,9476700135,98056,300000.0,380000.0,5
9803,8856890330,98058,300000.0,335000.0,5
9907,7229100040,98058,300000.0,335000.0,5
13518,4302200336,98106,300000.0,315000.0,5
13606,2113701080,98106,300000.0,315000.0,5
13694,3438501150,98106,300000.0,315000.0,5
18115,3705900124,98133,302000.0,375000.0,5
18997,123039424,98146,303000.0,312000.0,5
17626,7454000990,98126,304950.0,396587.5,5
9489,1332700010,98056,305000.0,380000.0,5
10061,7230200340,98059,305000.0,435000.0,5
12196,2599001200,98092,305000.0,309780.0,5
16393,3331001165,98118,305000.0,370000.0,5
16397,7129304225,98118,305000.0,370000.0,5
17429,8822900115,98125,306000.0,425000.0,5
13683,3438501020,98106,308500.0,315000.0,5
9976,1431700280,98058,310000.0,335000.0,5
10059,5231000060,98059,310000.0,435000.0,5
10360,3211000190,98059,310000.0,435000.0,5
16452,7129303180,98118,310000.0,370000.0,5
19343,411100020,98155,310000.0,377225.0,5
16148,3332500265,98118,311000.0,370000.0,5
16256,3336001470,98118,311000.0,370000.0,5
3729,5279100675,98027,313000.0,571000.0,5
18191,6671900095,98133,313000.0,375000.0,5
9430,3343901848,98056,313100.0,380000.0,5
6277,722079104,98038,314000.0,342500.0,5
6328,1545807990,98038,315000.0,342500.0,5
19338,1568100215,98155,315000.0,377225.0,5
12033,1771110090,98077,316000.0,652475.0,5
9414,7788400065,98056,317000.0,380000.0,5
9626,2473400570,98058,317000.0,335000.0,5
18562,3253500160,98144,317625.0,452500.0,5
19367,4024101434,98155,318000.0,377225.0,5
9672,2473250850,98058,318500.0,335000.0,5
6685,1441300130,98038,319000.0,342500.0,5
16235,323049148,98118,319000.0,370000.0,5
10313,3211101010,98059,319500.0,435000.0,5
7820,9407001340,98045,320000.0,399500.0,5
9614,2473400340,98058,320000.0,335000.0,5
9791,1432900150,98058,320000.0,335000.0,5
9866,1432900310,98058,320000.0,335000.0,5
10115,7230300100,98059,320000.0,435000.0,5
10249,323059208,98059,320000.0,435000.0,5
10288,2787700180,98059,320000.0,435000.0,5
10420,3449000060,98059,320000.0,435000.0,5
9231,428000055,98056,322500.0,380000.0,5
19636,3500100015,98155,327500.0,377225.0,5
9678,2817800100,98058,328950.0,335000.0,5
10135,3450300020,98059,329000.0,435000.0,5
19606,6163901061,98155,329000.0,377225.0,5
16420,2589300065,98118,329900.0,370000.0,5
4054,3649100320,98028,330000.0,442500.0,5
10862,2551500220,98070,330000.0,465000.0,5
15401,7905200230,98116,330000.0,565500.0,5
19305,3971700940,98155,330000.0,377225.0,5
10156,5169700022,98059,334950.0,435000.0,5
9374,3343901242,98056,335000.0,380000.0,5
14108,7549802600,98108,335000.0,345000.0,5
17608,4364200015,98126,335000.0,396587.5,5
17956,414100630,98133,335000.0,375000.0,5
16369,8113101000,98118,336000.0,370000.0,5
2317,421069081,98010,337000.0,359999.0,5
17315,6414100133,98125,337000.0,425000.0,5
19433,7305300090,98155,338000.0,377225.0,5
19831,1217000270,98166,338995.0,392500.0,5
8848,203900610,98053,339000.0,635000.0,5
11520,3575302880,98074,339300.0,645000.0,5
9318,3268000040,98056,339900.0,380000.0,5
17917,396100025,98133,339999.0,375000.0,5
10853,222029026,98070,340000.0,465000.0,5
16255,6882510020,98118,340000.0,370000.0,5
19261,3500100226,98155,340895.0,377225.0,5
3717,3424069145,98027,343000.0,571000.0,5
9415,3343300644,98056,343000.0,380000.0,5
10187,323059146,98059,343000.0,435000.0,5
19395,1568100225,98155,343000.0,377225.0,5
17998,7276100145,98133,344950.0,375000.0,5
9221,3205000310,98056,345000.0,380000.0,5
20203,7279300070,98177,345500.0,557000.0,5
10213,3211100240,98059,349000.0,435000.0,5
3762,2523069146,98027,349900.0,571000.0,5
4274,6181700250,98028,350000.0,442500.0,5
5888,1853200080,98034,350000.0,446000.0,5
5919,1138000250,98034,350000.0,446000.0,5
9222,1066600045,98056,350000.0,380000.0,5
9378,1061500510,98056,350000.0,380000.0,5
18124,415100085,98133,350000.0,375000.0,5
19504,3738900105,98155,350000.0,377225.0,5
19663,1568100220,98155,350000.0,377225.0,5
19518,6163900971,98155,352450.0,377225.0,5
10321,7230300610,98059,352500.0,435000.0,5
16304,2123700100,98118,353000.0,370000.0,5
17140,1454100056,98125,355000.0,425000.0,5
19708,2968800626,98166,355000.0,392500.0,5
18233,1074100110,98133,355300.0,375000.0,5
19797,1430800100,98166,356000.0,392500.0,5
10125,9353300090,98059,360000.0,435000.0,5
12162,1771100440,98077,360000.0,652475.0,5
17535,2492200956,98126,360000.0,396587.5,5
19627,7304300430,98155,364000.0,377225.0,5
18144,1397300120,98133,364500.0,375000.0,5
1475,643300010,98006,365000.0,760184.5,5
9237,3276180140,98056,365000.0,380000.0,5
10191,2787700150,98059,365000.0,435000.0,5
16366,6882510060,98118,365000.0,370000.0,5
19783,243000380,98166,365000.0,392500.0,5
17981,2231800020,98133,366000.0,375000.0,5
19285,7304300570,98155,366500.0,377225.0,5
9344,2064800600,98056,367500.0,380000.0,5
9247,7227501745,98056,368000.0,380000.0,5
10818,2123039032,98070,369900.0,465000.0,5
17931,6671900130,98133,370000.0,375000.0,5
19539,4024101395,98155,370000.0,377225.0,5
17818,1755700060,98133,371500.0,375000.0,5
7750,9407001860,98045,372000.0,399500.0,5
9484,8026200080,98056,372000.0,380000.0,5
11067,3876820140,98072,373000.0,517500.0,5
9538,923059206,98056,374000.0,380000.0,5
11191,9144300120,98072,374500.0,517500.0,5
2725,2130700860,98019,375000.0,401250.0,5
9439,3344500183,98056,375000.0,380000.0,5
10220,1081310060,98059,375000.0,435000.0,5
17086,2126049032,98125,375000.0,425000.0,5
19630,7304300470,98155,375000.0,377225.0,5
9492,3342102385,98056,376000.0,380000.0,5
17201,6381500065,98125,376500.0,425000.0,5
17538,2695600195,98126,379500.0,396587.5,5
17513,9842300485,98126,380000.0,396587.5,5
14698,2464400340,98115,381500.0,570000.0,5
17652,8122100160,98126,385000.0,396587.5,5
6198,1049010050,98034,386100.0,446000.0,5
10329,7229900285,98059,390000.0,435000.0,5
10404,1523059103,98059,390000.0,435000.0,5
10904,2051200506,98070,390000.0,465000.0,5
17254,6413100311,98125,390000.0,425000.0,5
5483,6743700015,98033,392800.0,678000.0,5
15012,2887701251,98115,392800.0,570000.0,5
18424,1090000075,98136,393000.0,489950.0,5
10147,2787720170,98059,395000.0,435000.0,5
15383,3389900800,98116,395000.0,565500.0,5
17704,8122100905,98126,395000.0,396587.5,5
4057,8718500075,98028,396000.0,442500.0,5
3939,3424069066,98027,396450.0,571000.0,5
6214,9477000650,98034,397000.0,446000.0,5
17096,4427100105,98125,398000.0,425000.0,5
10372,2787700630,98059,399000.0,435000.0,5
5970,8835200330,98034,399950.0,446000.0,5
4241,114100297,98028,400000.0,442500.0,5
5752,3191000240,98034,400000.0,446000.0,5
12768,3362400615,98103,400000.0,550000.0,5
15452,7579200715,98116,400000.0,565500.0,5
18408,312000295,98136,400000.0,489950.0,5
13888,2768301490,98107,402000.0,529975.0,5
15782,7518505070,98117,402000.0,545000.0,5
15873,7518503685,98117,402000.0,545000.0,5
17355,6413600285,98125,402000.0,425000.0,5
13912,2516000486,98107,402500.0,529975.0,5
12740,3797000300,98103,405000.0,550000.0,5
17434,5667100025,98125,405000.0,425000.0,5
12997,9266701085,98103,409950.0,550000.0,5
2490,6204200590,98011,410000.0,470000.0,5
6066,7696300180,98034,410000.0,446000.0,5
10398,1081330210,98059,410000.0,435000.0,5
18666,1250201130,98144,410000.0,452500.0,5
14314,5244801275,98109,410500.0,736000.0,5
2346,1387301360,98011,411800.0,470000.0,5
15669,9268200600,98117,413500.0,545000.0,5
12719,3362900696,98103,415000.0,550000.0,5
10084,2787720140,98059,416000.0,435000.0,5
15981,2356800020,98117,416000.0,545000.0,5
10268,5095401360,98059,418000.0,435000.0,5
1879,646500070,98007,420000.0,557500.0,5
8418,339600190,98052,420000.0,615000.0,5
10215,2787700060,98059,420000.0,435000.0,5
17105,9324800110,98125,420000.0,425000.0,5
16851,9818700430,98122,421500.0,574000.0,5
5863,3303230110,98034,424000.0,446000.0,5
13954,1175001135,98107,424000.0,529975.0,5
1573,2204500550,98006,425000.0,760184.5,5
3648,623069068,98027,425000.0,571000.0,5
5830,9477001280,98034,425000.0,446000.0,5
5438,3226059071,98033,426000.0,678000.0,5
18338,2594200375,98136,427500.0,489950.0,5
10920,1535204365,98070,428000.0,465000.0,5
10836,8550001515,98070,429592.0,465000.0,5
1393,2202500110,98006,430000.0,760184.5,5
10291,7229900145,98059,430000.0,435000.0,5
13011,3797000035,98103,430000.0,550000.0,5
15786,2028701165,98117,430000.0,545000.0,5
18738,3644100030,98144,432500.0,452500.0,5
4204,3818700016,98028,434000.0,442500.0,5
1571,2206700070,98006,435000.0,760184.5,5
13118,1972201161,98103,435000.0,550000.0,5
14914,3735901600,98115,435000.0,570000.0,5
16026,4449800063,98117,435000.0,545000.0,5
12662,3363900111,98103,437500.0,550000.0,5
15795,3501600135,98117,437500.0,545000.0,5
18627,7319900345,98144,438500.0,452500.0,5
1905,2207200635,98007,439800.0,557500.0,5
3569,6893300350,98024,439900.0,462500.0,5
15847,2880100240,98117,439950.0,545000.0,5
2496,7016100120,98011,440000.0,470000.0,5
13821,2767600171,98107,440000.0,529975.0,5
13333,2436700315,98105,441500.0,675000.0,5
2108,3298200320,98008,445000.0,545000.0,5
14824,3692900010,98115,445000.0,570000.0,5
18613,5393601050,98144,445000.0,452500.0,5
5765,9477100060,98034,445950.0,446000.0,5
13363,6746700565,98105,447000.0,675000.0,5
18667,1250201194,98144,449000.0,452500.0,5
1380,2206700295,98006,453000.0,760184.5,5
10829,2817100570,98070,453000.0,465000.0,5
18318,3013301525,98136,453500.0,489950.0,5
2495,8096600100,98011,455000.0,470000.0,5
13895,2516000475,98107,455000.0,529975.0,5
15754,9268200315,98117,456000.0,545000.0,5
13391,9550202700,98105,460000.0,675000.0,5
15237,952002765,98116,460000.0,565500.0,5
15276,585000008,98116,460000.0,565500.0,5
15563,1254200075,98117,460000.0,545000.0,5
15901,2872100385,98117,460000.0,545000.0,5
20274,1124000050,98177,461000.0,557000.0,5
15121,9221400600,98115,462000.0,570000.0,5
1551,6071300030,98006,464500.0,760184.5,5
11099,1775801090,98072,465000.0,517500.0,5
15458,9278200095,98116,465000.0,565500.0,5
16792,2258500049,98122,469000.0,574000.0,5
3888,5561000430,98027,470000.0,571000.0,5
13000,9266700256,98103,470000.0,550000.0,5
12988,3797000330,98103,471001.0,550000.0,5
14937,9222400565,98115,474000.0,570000.0,5
2022,3298300130,98008,474905.0,545000.0,5
12856,6046400755,98103,475000.0,550000.0,5
15890,1862400087,98117,475000.0,545000.0,5
5628,3888100029,98033,475300.0,678000.0,5
1657,6072000910,98006,480000.0,760184.5,5
2026,3275750290,98008,480000.0,545000.0,5
1490,6073200020,98006,485000.0,760184.5,5
16030,4443800940,98117,485000.0,545000.0,5
18377,7104100050,98136,485000.0,489950.0,5
5399,3699100130,98033,495000.0,678000.0,5
8239,7955040160,98052,495000.0,615000.0,5
1366,6072100140,98006,500000.0,760184.5,5
3674,5710600030,98027,500000.0,571000.0,5
7028,5021900175,98040,500000.0,993750.0,5
14674,8815400105,98115,500000.0,570000.0,5
1715,2201500680,98006,501000.0,760184.5,5
14889,2979800845,98115,501000.0,570000.0,5
15393,324000370,98116,502000.0,565500.0,5
11600,8562901010,98074,505000.0,645000.0,5
15000,1566100450,98115,505000.0,570000.0,5
16941,7942600975,98122,505000.0,574000.0,5
1601,2824059128,98006,510000.0,760184.5,5
21150,6821102100,98199,510000.0,689900.0,5
4399,3904910050,98029,515000.0,574500.0,5
13938,2768100040,98107,515000.0,529975.0,5
15634,7518502490,98117,515000.0,545000.0,5
13956,2769602710,98107,517950.0,529975.0,5
16944,9818700455,98122,518000.0,574000.0,5
13064,6431500122,98103,520000.0,550000.0,5
15804,4443800960,98117,520000.0,545000.0,5
15283,6385000025,98116,521450.0,565500.0,5
20429,3626039207,98177,522500.0,557000.0,5
1425,6072400820,98006,525000.0,760184.5,5
1895,4039400410,98007,525000.0,557500.0,5
11688,1024069037,98075,525000.0,739999.5,5
3791,1823069155,98027,525888.0,571000.0,5
1410,6072100490,98006,527500.0,760184.5,5
12977,6813600365,98103,527950.0,550000.0,5
13901,452001280,98107,529950.0,529975.0,5
21388,2771104010,98199,529999.0,689900.0,5
14656,3188100400,98115,530000.0,570000.0,5
15570,2919702075,98117,532500.0,545000.0,5
2178,259800680,98008,534000.0,545000.0,5
12059,1626069178,98077,535000.0,652475.0,5
14956,6884800262,98115,535000.0,570000.0,5
15895,7518507330,98117,535610.0,545000.0,5
2127,7752000065,98008,537000.0,545000.0,5
5380,1235700042,98033,537000.0,678000.0,5
1688,2211700290,98006,538000.0,760184.5,5
12824,1931300425,98103,539000.0,550000.0,5
14931,5101402435,98115,539000.0,570000.0,5
13133,1997200245,98103,540000.0,550000.0,5
14776,9547205225,98115,540000.0,570000.0,5
14820,3908100020,98115,540000.0,570000.0,5
20304,259100110,98177,540000.0,557000.0,5
3752,2623069031,98027,542500.0,571000.0,5
16015,2922701085,98117,543000.0,545000.0,5
8269,9512501370,98052,544300.0,615000.0,5
11668,8099900260,98075,544500.0,739999.5,5
1753,2205700180,98006,545000.0,760184.5,5
12780,6430500010,98103,547000.0,550000.0,5
12789,3797000680,98103,549000.0,550000.0,5
12821,3363400655,98103,549000.0,550000.0,5
12992,8021701115,98103,549000.0,550000.0,5
14420,9828700900,98112,549000.0,917500.0,5
1187,514500090,98005,550000.0,765475.0,5
1505,2206700215,98006,550000.0,760184.5,5
1543,2141300620,98006,550000.0,760184.5,5
1778,6071200455,98006,550000.0,760184.5,5
3800,5706200370,98027,550000.0,571000.0,5
3915,5561401530,98027,550000.0,571000.0,5
13380,3589500260,98105,550000.0,675000.0,5
15103,8024201210,98115,550000.0,570000.0,5
3771,3388300730,98027,550388.0,571000.0,5
3688,2354300740,98027,551000.0,571000.0,5
1680,2204500480,98006,551100.0,760184.5,5
7001,1483300430,98040,554000.0,993750.0,5
15246,2313900560,98116,554000.0,565500.0,5
15376,513000445,98116,554950.0,565500.0,5
15254,6384500581,98116,555000.0,565500.0,5
21235,6821100090,98199,557800.0,689900.0,5
15422,952001765,98116,558000.0,565500.0,5
1482,6072500050,98006,560000.0,760184.5,5
5592,1087900050,98033,560000.0,678000.0,5
11437,3575301550,98074,560000.0,645000.0,5
12188,1626069220,98077,562000.0,652475.0,5
16891,1186000150,98122,563250.0,574000.0,5
1341,6067900060,98006,565000.0,760184.5,5
5447,325059126,98033,565000.0,678000.0,5
5609,1236300307,98033,565000.0,678000.0,5
8243,8045000340,98052,565000.0,615000.0,5
13288,3856905010,98105,565000.0,675000.0,5
13362,1928300350,98105,570000.0,675000.0,5
11518,8653600050,98074,572000.0,645000.0,5
5407,3039000050,98033,575000.0,678000.0,5
13419,8813400345,98105,575000.0,675000.0,5
11429,7504180070,98074,577000.0,645000.0,5
21286,6822100030,98199,589000.0,689900.0,5
1649,1777600210,98006,590000.0,760184.5,5
1738,1951800580,98006,590000.0,760184.5,5
1430,8562800250,98006,596000.0,760184.5,5
5669,2128000180,98033,600000.0,678000.0,5
8366,1842300050,98052,600000.0,615000.0,5
12023,626100023,98077,600000.0,652475.0,5
21372,8127700210,98199,600000.0,689900.0,5
1384,6071700160,98006,603500.0,760184.5,5
